"customer_id","x","t.x","T.cal","pred_30d","p_alive"
10056,2,448,537,0.132517886590907,0.999701549712001
10057,0,0,345,0.129218123557613,1
10058,2,120,163,0.137401466427711,0.99975502927817
10059,0,0,192,0.131157739414997,1
10060,2,627,690,0.130625797189888,0.999735217157156
10061,7,542,695,0.144564127126636,0.999591536385667
10062,3,401,702,0.133213499362967,0.999224825269244
10063,1,96,703,0.127330344135634,0.997112908830316
10064,2,243,497,0.132978859107386,0.999371202998895
10065,3,187,631,0.134003536624647,0.998482976187887
10066,2,175,670,0.130665311016583,0.99816681946479
10067,2,176,589,0.131737645229358,0.998719522420176
10068,4,535,697,0.136126746876037,0.999583947344099
10069,2,611,690,0.130623283710584,0.999715980422672
10070,2,390,634,0.131270599935793,0.999407624311114
10071,1,18,414,0.131087209718745,0.998816814987612
10072,2,148,624,0.131248948875001,0.998303202318362
10073,2,367,414,0.134089654364175,0.999751776678717
10074,1,223,449,0.130731220496304,0.999451828403615
10075,2,491,496,0.133047843956549,0.999794396027686
10076,5,641,672,0.139281520566952,0.999772459397509
10077,0,0,74,0.132693890027826,1
10078,3,568,685,0.133483921637283,0.999662903727304
10079,5,648,716,0.138703781872585,0.999729950792196
10080,8,607,728,0.146923019905553,0.99964961183747
10081,4,645,674,0.136445932617392,0.999773649425703
10082,2,610,725,0.130190776832361,0.999667854464163
10083,1,123,420,0.131067809909379,0.999244327487593
10084,2,351,492,0.133075680808278,0.999622512452821
10085,2,583,631,0.131352854043433,0.999751754056267
10086,2,284,578,0.131945115181789,0.999253352291845
10087,2,641,654,0.131073952595689,0.999787146088764
10088,5,684,729,0.138539536200323,0.999757392511632
10089,2,347,558,0.132225736933257,0.999485415489362
10090,0,0,219,0.130811234281928,1
10091,3,268,505,0.135736446788131,0.999409052515654
10092,2,157,325,0.135220584946918,0.999568466904158
10093,7,584,730,0.144094729984879,0.999606191072647
10094,4,679,683,0.136334315243533,0.999798016566484
10096,3,384,494,0.135914247620768,0.999670397086889
10097,4,538,611,0.137248975827292,0.999722686340715
10099,1,219,222,0.133679958751993,0.9997947769939
10100,0,0,129,0.131973434666563,1
10101,2,181,730,0.129872062588684,0.997685476234901
10102,2,220,539,0.132420881475425,0.999159347875125
10103,1,147,525,0.129719433752809,0.998929158558667
10104,2,598,623,0.131454899726851,0.999775595731366
10105,0,0,83,0.132575459539899,1
10106,5,526,640,0.139685229617303,0.999664068823508
10107,8,638,671,0.147725955170843,0.999772811396289
10108,3,508,662,0.133763581965094,0.99960114011624
10109,4,573,644,0.136823881315612,0.999725507795998
10110,3,446,573,0.134895410714775,0.999645242247674
10111,2,156,708,0.130133116841106,0.997641398048937
10112,3,349,381,0.137407089684875,0.999768712281739
10113,2,313,675,0.130712938133206,0.9989985222583
10114,2,326,499,0.132979209162978,0.999564228101843
10115,3,662,726,0.132983255991468,0.999734550374865
10116,4,199,440,0.139449521228704,0.999383735173493
10117,0,0,666,0.125329562448749,1
10118,4,389,719,0.135780953015971,0.999095163001676
10119,1,90,380,0.131575439767445,0.999264051051013
10120,2,335,375,0.134594668520725,0.9997592921191
10121,2,487,499,0.133008967288386,0.999787910870306
10122,2,169,236,0.136417826979953,0.999727004514253
10123,1,364,436,0.130929496151784,0.999722432692356
10124,0,0,150,0.131700411255812,1
10125,4,609,613,0.137233450396066,0.999797992340456
10126,0,0,643,0.125600381529991,1
10128,4,557,589,0.137540647843839,0.999770261750264
10129,3,524,726,0.132952969689528,0.99950686560187
10130,3,497,663,0.133748063157847,0.999578904200457
10131,0,0,389,0.12867090175366,1
10132,0,0,457,0.127834252485112,1
10133,2,309,333,0.135143946097983,0.999775917287234
10134,0,0,1,0.133662368297039,1
10135,5,342,694,0.138882909669415,0.998966122986662
10136,3,309,564,0.134972054974327,0.999361885359829
10137,2,385,700,0.130432832670869,0.999192119686577
10138,4,501,507,0.13861754251239,0.999796078324253
10139,6,699,720,0.141457150996564,0.999783942819485
10140,1,59,199,0.13395796947282,0.999619964544041
10141,1,203,272,0.133019998125512,0.999724738623756
10142,0,0,347,0.129193148882598,1
10143,4,467,680,0.136328224249127,0.999472622667548
10144,5,486,725,0.138541429749622,0.999398353889209
10145,1,525,637,0.128449156344915,0.999672053032958
10146,2,683,706,0.130436142176326,0.999777732281455
10147,3,654,723,0.133019658116688,0.999728540331551
10148,0,0,322,0.129506027884597,1
10149,4,309,358,0.140604940535488,0.999750311760121
10150,4,396,511,0.138546165378275,0.99966165288484
10151,0,0,587,0.126264687009545,1
10152,1,254,540,0.129581790187733,0.999291223288804
10153,2,613,717,0.130289977078639,0.999683385986177
10154,8,708,715,0.147123416890495,0.999800190255827
10155,2,226,526,0.132593473454863,0.999227638046667
10156,2,370,719,0.130184645191873,0.999061593167178
10157,2,233,629,0.131255543981701,0.998823182055208
10158,2,364,642,0.131159202838641,0.999310674523678
10159,1,516,559,0.129408818557229,0.999756139057789
10160,4,639,642,0.136859642466745,0.999798922141752
10161,4,337,681,0.136254881595222,0.999028445547989
10162,4,647,704,0.136059374259483,0.999742963245845
10163,1,241,489,0.130225688918195,0.999397877737444
10164,3,56,220,0.139543649100222,0.999569046463085
10165,1,550,641,0.128404537216288,0.999700557905187
10166,0,0,518,0.127092932998839,1
10167,3,410,571,0.134912895351723,0.999585710817528
10168,1,387,675,0.127943853403434,0.999296370964779
10169,2,386,485,0.133173142623047,0.99968726281775
10170,4,626,649,0.136767058197265,0.999779703396491
10171,4,646,668,0.136523636270488,0.999780746799507
10172,1,270,368,0.131783587234482,0.999687907791493
10173,1,329,554,0.129431728760091,0.999459677159969
10174,2,446,568,0.132123010755488,0.999654757600596
10175,1,669,711,0.127572750123484,0.999757818855955
10176,4,533,674,0.136425202243846,0.999621752767324
10177,1,281,518,0.129870613884728,0.999428263721739
10178,0,0,457,0.127834252485112,1
10179,4,660,699,0.136125706549625,0.999763180857274
10180,1,40,69,0.135707568676575,0.999769072444599
10181,0,0,445,0.127981104962844,1
10182,3,385,436,0.136680144967969,0.999747906634569
10183,4,348,604,0.137288436315593,0.999350475871208
10184,3,261,661,0.133664927057728,0.998770226162573
10185,2,265,433,0.133821396832417,0.999571891356767
10186,5,250,483,0.141739620659656,0.999400117715643
10188,1,49,350,0.131951432372255,0.999223529287339
10189,0,0,59,0.132891745074127,1
10190,6,707,721,0.141444951988054,0.999790970431943
10191,2,294,608,0.13156311334539,0.999185859344689
10192,4,672,710,0.135986059228626,0.999764298764989
10193,1,186,213,0.133794642763591,0.999771552840542
10194,5,578,684,0.139111832732298,0.99967714150237
10195,1,699,702,0.127684760560375,0.999794900031204
10196,2,80,238,0.136371839815717,0.999585243082426
10197,0,0,190,0.131183479501989,1
10198,1,47,379,0.131567833291884,0.999110028857903
10199,7,535,631,0.145448638077536,0.999689778224516
10200,5,404,436,0.142430691258486,0.999770625756909
10201,3,232,701,0.133105240863002,0.998319502099919
10202,4,341,599,0.137352302611534,0.999343980316357
10203,3,172,383,0.137339570900928,0.999469951257888
10204,1,391,696,0.127685969804452,0.999243884368696
10205,4,400,622,0.137069051375187,0.999447037398481
10206,7,580,604,0.145832335610472,0.999781561820887
10207,4,249,681,0.136186792144855,0.998529209873187
10208,0,0,723,0.124663408940089,1
10209,0,0,586,0.126276613475019,1
10210,1,469,600,0.128893759109245,0.999643217977684
10211,0,0,515,0.127129190250412,1
10212,2,609,695,0.130561071329,0.999707172770267
10213,3,516,557,0.135115306342178,0.99975970012855
10214,2,348,605,0.131624594315548,0.999370108207919
10215,2,491,533,0.132575666469053,0.999757802144686
10216,1,104,434,0.130876329271564,0.999124976634316
10217,1,40,716,0.127043232809935,0.996072834573098
10218,2,378,708,0.13032818907913,0.99913688317207
10219,3,359,415,0.136954893252937,0.99974193426341
10220,2,376,709,0.130314511802821,0.999125318435534
10221,0,0,693,0.125013130838578,1
10222,4,434,450,0.139372212378786,0.999786338174335
10223,2,422,544,0.132423662665086,0.999654330198222
10224,3,493,600,0.134556044325752,0.999676480951846
10225,2,276,720,0.130107223733986,0.998560587431363
10226,0,0,575,0.126407953457832,1
10227,6,305,350,0.146509534783923,0.999756120153124
10228,5,369,642,0.139606189501004,0.999286198250708
10229,3,516,682,0.133510262443322,0.999579466862067
10230,1,298,561,0.12933323339917,0.999361439399473
10231,4,483,570,0.137778692511245,0.999703738616946
10232,5,233,334,0.143823293962587,0.999679520959079
10233,2,704,727,0.130180818317576,0.999777775881406
10234,2,307,613,0.131505007243957,0.999215268490522
10235,2,516,597,0.131769093477569,0.999712582502845
10236,2,88,606,0.131423082437569,0.997934196560576
10237,1,45,495,0.130035715840691,0.998510755920023
10238,2,515,646,0.131153418073989,0.999642160510618
10239,2,155,272,0.135930286208009,0.999657253804031
10240,2,167,398,0.134252453575949,0.999427843907357
10241,4,554,578,0.137684801728277,0.999778531606091
10243,2,279,513,0.132783865146038,0.999426689189633
10245,2,154,421,0.133942656758652,0.99932699339745
10246,3,669,720,0.13305966491184,0.999749461061359
10247,3,416,670,0.133632681648892,0.999372164943326
10248,2,614,712,0.130351850534316,0.999691544512743
10249,1,202,728,0.127147057936702,0.998003104966546
10250,3,581,685,0.133486477130196,0.999682041848471
10251,0,0,282,0.130009798698337,1
10252,4,378,638,0.136848357035388,0.999340749394928
10253,5,569,601,0.140214092100229,0.999771169127527
10254,1,219,553,0.129400524689331,0.9991240538529
10255,3,93,549,0.135029656373438,0.99836888827009
10256,0,0,41,0.133129951364413,1
10257,0,0,618,0.125896080710102,1
10258,1,157,294,0.132722791453954,0.999627229706684
10259,4,561,574,0.137738385420125,0.999789448846443
10260,4,378,501,0.138676275875673,0.999648577710204
10261,5,384,398,0.142953848797823,0.999789402457871
10262,5,655,706,0.138836169879289,0.999750418398166
10263,4,346,534,0.138224734829549,0.999524586307975
10264,5,582,721,0.138624398039601,0.999623937022087
10265,2,412,676,0.130747343876284,0.999355074122104
10266,2,252,547,0.132332058287747,0.999247018650167
10267,5,673,706,0.13883895062403,0.999770442363969
10268,0,0,490,0.127432140427233,1
10269,5,633,679,0.139187942126225,0.999756021182268
10270,2,389,683,0.130649647494371,0.999263047373227
10271,3,667,692,0.133411733389628,0.999776776482304
10272,2,407,524,0.132676268879724,0.999661625777299
10273,2,209,443,0.133673296449462,0.999422603872744
10274,3,276,338,0.137973802373005,0.999734163270202
10275,2,398,487,0.133149574785213,0.999700985022447
10276,2,391,392,0.134379711524148,0.999798003336119
10277,1,24,203,0.133895624739295,0.999546564141836
10278,7,695,702,0.144499559289244,0.999798974847756
10279,4,589,667,0.136527695135985,0.999716758157981
10280,1,247,674,0.127879557838094,0.998700639350742
10281,3,453,546,0.135247566999279,0.999695698071657
10282,3,663,707,0.133222223731537,0.999757096001763
10283,1,446,702,0.127633056608383,0.999390048682565
10284,3,578,709,0.133181937906037,0.999641449254745
10285,3,421,469,0.136249837469748,0.999751517188606
10286,2,337,384,0.134476992146178,0.999751625307503
10287,2,280,395,0.134322724561725,0.999662491745334
10288,1,541,653,0.12825628296067,0.999672291642781
10289,2,329,550,0.132322804734483,0.999461326327413
10291,3,313,437,0.136653320602352,0.999647470203134
10292,2,33,367,0.134606579954221,0.999076871985482
10293,3,85,374,0.137426382416113,0.999234898859708
10294,2,345,554,0.132276432195612,0.999489841281544
10295,2,461,598,0.131745977040939,0.999631515849035
10296,7,680,682,0.144770775527139,0.999803756882927
10297,1,352,436,0.13092752648435,0.999707393142242
10298,2,215,618,0.131386200512826,0.99878282244728
10299,3,655,681,0.13354898075267,0.999775752422743
10300,2,492,668,0.130872713461081,0.999563811419276
10301,4,461,542,0.138145687788172,0.999711567584837
10302,2,691,703,0.130474056015097,0.999788126063815
10303,4,488,560,0.137911881760534,0.999723518380391
10304,2,331,428,0.133901283717016,0.999689315912188
10305,2,315,726,0.130060577685862,0.998761230120624
10306,1,395,557,0.129411881685218,0.99959045003116
10307,4,561,603,0.137357580202997,0.999759506419479
10308,6,620,646,0.142439564949192,0.999778587929586
10309,2,678,710,0.130386272526285,0.999768851020001
10310,1,173,657,0.128034654635787,0.998319523035618
10311,3,459,670,0.133647611702765,0.999483819368563
10312,3,388,486,0.136020311984766,0.999687901309128
10313,4,472,531,0.138293831186982,0.999739459245937
10314,2,122,540,0.132344561632941,0.998678232259708
10315,1,404,597,0.128915937297161,0.999532280603157
10317,1,425,597,0.128921229928144,0.99957331630152
10318,4,642,700,0.136110069698376,0.999741762987269
10319,0,0,694,0.125001441832148,1
10320,5,376,661,0.139351786198231,0.999245902042464
10321,6,279,396,0.145846317972181,0.999653284522044
10322,3,633,711,0.133167175545119,0.999717300221768
10323,3,663,727,0.132970860955044,0.999734557436841
10324,5,618,692,0.13901400520262,0.999722088277714
10325,0,0,326,0.129455865444878,1
10327,3,422,603,0.134500578208177,0.999547184237197
10328,5,362,564,0.140665191330524,0.999487297151516
10329,2,459,615,0.13153078131924,0.999599428339053
10330,2,455,579,0.131985260323681,0.999651867115263
10331,6,670,721,0.14143929714711,0.99975099969538
10332,2,87,125,0.137917844799189,0.999760440441523
10333,3,445,716,0.133052824862706,0.999325079037473
10334,1,23,722,0.126918231290428,0.995649883868532
10335,1,179,363,0.131827934029392,0.999542093679424
10336,4,687,700,0.136116582064487,0.999789596952761
10337,1,355,681,0.127855724436109,0.999169275339584
10338,1,295,333,0.132239527178581,0.999760502094934
10339,2,160,161,0.137434413286281,0.999797982764495
10340,5,540,716,0.138679163280463,0.999552508306069
10341,1,214,278,0.132943165675604,0.999730857873145
10342,6,491,674,0.142030778091977,0.999531061062178
10343,2,116,727,0.129809229747705,0.996924006802907
10344,4,530,647,0.136776485683677,0.999660853134381
10345,3,289,679,0.133447553214382,0.998829396762298
10346,3,202,473,0.136137039987727,0.999305485534385
10347,0,0,193,0.13114487315907,1
10348,6,642,670,0.142118912850495,0.99977653697214
10349,1,136,210,0.133826777633538,0.999717958685433
10350,4,464,729,0.135686594404297,0.999332208473613
10351,1,22,536,0.129466905950889,0.998026406804727
10352,1,436,483,0.130346323740102,0.999751509893533
10353,1,141,449,0.130699462282107,0.999209034026525
10354,2,331,562,0.132169283545151,0.999437157584433
10355,1,274,572,0.12918496779707,0.999255404715276
10356,2,475,536,0.132535096398969,0.999736499526204
10357,1,80,440,0.130784639715414,0.998999094036709
10358,2,47,677,0.130374388105693,0.996597754063572
10359,3,202,235,0.139366772997903,0.999767144049549
10360,3,660,696,0.133360350267108,0.999765566613098
10361,2,546,575,0.132050978740999,0.999771485490939
10362,0,0,695,0.124989755011297,1
10363,2,582,641,0.131227816778032,0.999739505299929
10364,3,673,719,0.133072811348911,0.999754976110774
10365,5,622,659,0.13945047068954,0.999765961753997
10366,3,533,620,0.134306457001796,0.99970470285904
10367,3,633,668,0.133710473391856,0.99976651427128
10368,4,555,680,0.136352245813116,0.999648733635714
10369,0,0,628,0.125777634117041,1
10370,4,375,535,0.138219701650872,0.999583064253058
10371,2,280,296,0.135630629575316,0.999783808253558
10372,3,296,671,0.133557865445025,0.998906253075027
10373,1,57,537,0.129491206923914,0.998308471369643
10374,1,32,523,0.129651573751937,0.998216885592777
10375,2,559,694,0.130564080152878,0.999636743129981
10376,5,497,552,0.140861423789736,0.99974478060603
10377,1,408,545,0.12956460502923,0.999632639314487
10378,3,455,570,0.13493623063581,0.999664037517754
10379,1,138,216,0.13374750990296,0.999712901537714
10380,5,662,730,0.138522839025741,0.999730062245796
10381,3,495,712,0.133122018845988,0.999471594010047
10382,4,181,486,0.13880799588986,0.999168920300447
10383,4,540,656,0.13666120926338,0.999662565318257
10384,3,683,692,0.13341378238195,0.999792131465602
10385,0,0,607,0.126026629893835,1
10386,0,0,387,0.128695674904141,1
10387,1,229,343,0.132099002494843,0.99966452978771
10388,1,67,391,0.131420262752229,0.999143148507937
10389,2,273,349,0.134927020546382,0.999716597676857
10390,3,534,574,0.134898254082895,0.999760853666844
10391,5,483,553,0.140845438245707,0.999726050748659
10392,1,16,717,0.126971565610632,0.995603824722945
10393,2,664,726,0.13018759408119,0.999736614464604
10394,1,369,573,0.129205429293583,0.999508201595278
10395,2,303,723,0.13009018843027,0.998709230024437
10397,2,471,717,0.130254003881953,0.999407372375047
10398,4,668,723,0.135818645184687,0.999745409496327
10399,1,2,621,0.128284161793908,0.99688633493348
10400,2,629,697,0.130539565752664,0.999729405754539
10401,0,0,556,0.126635458103282,1
10402,4,287,357,0.140614859441857,0.999724320980207
10403,0,0,516,0.127117102201489,1
10404,0,0,60,0.132878536383311,1
10405,2,362,529,0.132602011050309,0.999576758996382
10406,6,221,684,0.141703949407137,0.99816520760169
10407,1,498,658,0.128186426691676,0.99959670942766
10408,4,525,714,0.135903357293218,0.999529412153384
10409,3,392,598,0.134556625455062,0.999492196099432
10410,3,403,475,0.136167887357568,0.999722779497804
10411,3,424,538,0.135346080514098,0.999665034928731
10412,5,539,711,0.138745027989786,0.999560675155225
10413,2,316,669,0.130791542168105,0.999037482185948
10414,3,318,607,0.134410887443813,0.999257439323812
10416,0,0,316,0.129581344476312,1
10417,1,5,449,0.130611661217881,0.998537787067744
10418,0,0,156,0.131622611931026,1
10419,3,284,420,0.136873448025044,0.999627025505038
10420,4,197,561,0.137786856503962,0.99891178657438
10421,4,565,619,0.137148778236268,0.999745954786594
10422,0,0,416,0.128337395277599,1
10423,0,0,634,0.125706673080655,1
10424,1,270,441,0.130846901608778,0.99957040836626
10425,0,0,650,0.125517834513837,1
10426,0,0,110,0.132221433092002,1
10427,3,334,480,0.13608769321904,0.999610877898698
10428,5,633,695,0.138977120139964,0.999737235086107
10429,0,0,517,0.127105016451138,1
10431,3,662,717,0.133096306562605,0.999744936478461
10432,4,428,599,0.137382426036291,0.99956315147421
10433,3,284,481,0.136060670967901,0.999507745413143
10434,1,358,721,0.127360738408321,0.999028093678172
10435,1,506,583,0.129110394931198,0.999717595573281
10436,5,511,637,0.139721884016482,0.999644478623557
10437,1,197,387,0.131521844140434,0.999530555578352
10438,1,52,146,0.134667179077537,0.999690585742083
10439,2,468,520,0.132738011924797,0.999746736449995
10440,3,207,535,0.135308336051015,0.999101770683732
10441,2,336,552,0.132299327529242,0.999473419089569
10442,4,700,730,0.135733763595608,0.999772777025484
10443,3,276,443,0.136564256624435,0.999570197684726
10444,4,260,593,0.137391763724684,0.999065258251035
10446,4,573,596,0.137451075016395,0.999779587583135
10447,2,252,507,0.132852020154764,0.999369035998897
10448,10,697,703,0.152893104609512,0.999803553262427
10449,2,578,602,0.131715380539893,0.999776532511051
10450,5,606,700,0.138906311670579,0.99969497770437
10451,3,312,710,0.133056313428302,0.998791782542458
10452,1,16,380,0.13153686842325,0.998971116763866
10453,0,0,52,0.132984279491279,1
10454,3,401,508,0.135733821967095,0.999675104840974
10456,4,649,652,0.136731171582128,0.999798924725807
10457,5,628,716,0.138700124222147,0.999703587684836
10459,1,232,480,0.130337439600181,0.999397307354078
10460,2,322,405,0.134199757985801,0.999708053858624
10461,1,149,314,0.132458913554049,0.999577900387158
10462,1,446,640,0.128394931340854,0.999531838122551
10463,5,420,442,0.142350377638706,0.99978130155796
10464,5,568,714,0.138713197266322,0.999611231098209
10465,5,674,726,0.138577169222689,0.9997493680964
10466,2,114,645,0.130927465431649,0.997826236940671
10467,5,370,487,0.141721915969045,0.999656542046199
10468,5,241,682,0.138961566583696,0.998410391142422
10469,2,341,673,0.130753962268722,0.999124848707727
10471,2,242,722,0.130049818336031,0.998306206604324
10472,2,408,468,0.133396060980041,0.999737213100957
10473,3,447,474,0.136187892872657,0.999774212383025
10475,1,111,592,0.128820343475783,0.998319887127292
10476,2,279,642,0.131116966697428,0.998988874559579
10477,2,78,649,0.130821009582293,0.997389522759663
10478,2,476,647,0.131131993440819,0.99957273824488
10479,1,165,516,0.129846131572895,0.999049869601798
10480,0,0,420,0.128288133890087,1
10481,2,159,429,0.13383875857785,0.999318323978679
10482,0,0,721,0.124686662847453,1
10483,3,482,705,0.133207071254106,0.999456674557951
10484,1,504,551,0.129506373348299,0.999751838163414
10485,0,0,106,0.132273762099933,1
10486,3,366,583,0.13474368863601,0.999465225244232
10487,3,412,533,0.135408838633897,0.999654073792217
10488,0,0,332,0.129380694604703,1
10489,1,171,548,0.129437733681484,0.998937872882202
10490,1,245,657,0.128093808395637,0.998780760295855
10491,1,141,663,0.127922990484792,0.998010373265718
10492,3,427,498,0.13586978312242,0.99972423964133
10493,1,510,589,0.129036933792907,0.999715191374103
10494,4,587,647,0.136787183516084,0.999739040581716
10495,8,564,664,0.147809674847726,0.999683257643709
10496,3,587,610,0.13444296534887,0.999778582181778
10497,4,585,591,0.137518234174162,0.999796123180891
10498,2,359,585,0.131883934062699,0.99945090397553
10499,1,110,575,0.129041801506049,0.99843122060605
10500,0,0,518,0.127092932998839,1
10501,0,0,295,0.12984564383084,1
10502,1,20,687,0.127403999845463,0.996198376212468
10503,2,434,521,0.132719725896622,0.999704022454376
10504,7,681,728,0.144143230094101,0.999756277242811
10505,1,195,667,0.127926280972528,0.998410403915901
10506,0,0,729,0.124593699230572,1
10507,0,0,240,0.130542993474132,1
10508,2,461,723,0.130175488452421,0.999364082788288
10509,0,0,198,0.131080579726199,1
10510,4,403,656,0.136620289894696,0.999363244382269
10511,4,497,685,0.136272322869664,0.999530473834564
10512,4,347,360,0.140583265799845,0.999789188789043
10513,3,190,481,0.136024004233752,0.999238389951933
10514,1,395,482,0.130352563347216,0.999704002546845
10515,1,436,551,0.129495307975839,0.999666416680508
10516,3,531,704,0.133234172216189,0.999566639543461
10517,2,359,637,0.131220796646944,0.99931027004475
10518,1,72,184,0.134161289211761,0.999664905244282
10519,1,358,729,0.127261505526611,0.998994530877726
10520,3,403,717,0.13302096460927,0.999179009907719
10521,2,526,696,0.130531749566344,0.999576100879691
10522,5,443,499,0.141572223024117,0.999743230657388
10523,3,403,720,0.132982278840841,0.999168017520026
10524,5,332,462,0.142057337566024,0.999633977295277
10525,4,376,646,0.136741299955603,0.999309831670814
10526,0,0,166,0.131493150448188,1
10527,4,354,460,0.139223445877204,0.999674788054737
10528,2,242,440,0.133723359720985,0.999509717557394
10529,0,0,479,0.127565896401981,1
10530,1,404,610,0.128754536335979,0.999505425463339
10531,1,437,549,0.129520415136941,0.999670724507262
10532,3,178,326,0.138116043856944,0.999603271849768
10533,2,436,620,0.131461883511108,0.999546377814031
10534,1,25,141,0.134729182359267,0.999658027925338
10535,0,0,79,0.132628069203245,1
10536,0,0,87,0.132522891597348,1
10537,3,224,630,0.134049112893358,0.998728627180623
10538,4,440,514,0.138514794387339,0.999720528212172
10539,2,257,617,0.13142697158529,0.998998673511715
10540,1,463,473,0.130475598933372,0.999788496724506
10541,5,491,645,0.139609904722877,0.999594474647767
10542,1,170,589,0.128909398862246,0.998727112970005
10543,5,713,722,0.13863513950337,0.999794632813552
10544,4,449,553,0.137997235876328,0.999679203917251
10545,4,619,727,0.135758555737758,0.999675835286225
10546,2,187,631,0.131193144422616,0.998536173513958
10547,4,576,659,0.136629246403179,0.9997101061936
10548,5,618,666,0.139357245235828,0.999753669437678
10549,2,517,585,0.131920571472133,0.999728551834901
10550,1,201,691,0.127623198707841,0.998285810195303
10551,6,567,650,0.142376219678498,0.999709414007992
10552,1,45,418,0.131052356592663,0.998934759636418
10553,3,594,627,0.13422655725502,0.999768461195643
10554,4,615,691,0.136221616066303,0.999719562472131
10555,3,339,412,0.136991474469693,0.99972094673329
10556,3,511,650,0.133917756405551,0.999627028357174
10557,0,0,248,0.130441095644728,1
10558,4,442,714,0.135873381284319,0.999308947382309
10559,3,638,699,0.133319269532768,0.999737897704546
10560,2,634,723,0.130219712737695,0.999703594956177
10562,0,0,717,0.124733196697375,1
10563,4,441,699,0.13606963396287,0.999351360716064
10564,0,0,245,0.130479288683465,1
10565,4,456,654,0.136665581034245,0.999506930562399
10566,0,0,27,0.13331581414097,1
10567,1,103,620,0.128444215722102,0.998036132904013
10568,3,202,626,0.134084529345646,0.998616615107241
10569,6,564,721,0.141416175525022,0.999587566581221
10570,2,262,697,0.130393679298897,0.998612143130818
10571,1,357,475,0.130434021756007,0.999660754471571
10572,7,709,716,0.144310794679681,0.999798983707831
10573,7,535,728,0.14410694080896,0.999504580089964
10574,1,539,616,0.128709126295692,0.999717888439637
10575,2,582,680,0.130742331665076,0.999691147098464
10576,4,543,635,0.136935835335322,0.999697586065937
10577,1,34,320,0.132341366382654,0.999271770696808
10578,1,168,524,0.129744793997237,0.999029529681838
10579,4,186,478,0.138920788566814,0.999217986564297
10580,4,495,641,0.136846930338556,0.999612125022389
10581,5,575,696,0.138952536936715,0.999653847170787
10583,2,247,720,0.130080892165283,0.998358495141965
10584,2,601,651,0.131105952753782,0.99974966388415
10585,5,501,530,0.141159842618129,0.9997741575887
10586,1,414,456,0.130683566334923,0.999756757526331
10587,4,240,488,0.138808942408644,0.999366289738543
10588,3,578,717,0.133080804180797,0.999628491265847
10589,1,294,343,0.132110112386176,0.999748604338501
10590,0,0,693,0.125013130838578,1
10591,1,336,499,0.13012628696806,0.999587025713348
10592,3,344,715,0.133013136230308,0.998933768626172
10593,1,191,601,0.128770291227225,0.998779862797595
10594,3,258,521,0.135519946289574,0.999334609264262
10595,0,0,251,0.130402924958525,1
10596,3,414,448,0.136525757242254,0.999766810733777
